archive_tier,mirror_by_default,ownership_confidence,public_body_or_project,forge,repository,web_url,clone_url,default_branch,archived,visibility,size_kb,evidence_url,evidence_note,notes
core,yes,high,Central Statistics Office,GitHub,CSOIreland/CSOEmail,https://github.com/CSOIreland/CSOEmail,https://github.com/CSOIreland/CSOEmail.git,main,false,public,4443,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/CSOFirebase,https://github.com/CSOIreland/CSOFirebase,https://github.com/CSOIreland/CSOFirebase.git,main,false,public,17457,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/CSORecaptcha,https://github.com/CSOIreland/CSORecaptcha,https://github.com/CSOIreland/CSORecaptcha.git,main,false,public,4557,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/CSOSanitizer,https://github.com/CSOIreland/CSOSanitizer,https://github.com/CSOIreland/CSOSanitizer.git,main,false,public,15672,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/CSOStatic,https://github.com/CSOIreland/CSOStatic,https://github.com/CSOIreland/CSOStatic.git,main,false,public,261628,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/Datatables,https://github.com/CSOIreland/Datatables,https://github.com/CSOIreland/Datatables.git,main,false,public,2687,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/editable-table,https://github.com/CSOIreland/editable-table,https://github.com/CSOIreland/editable-table.git,master,false,public,56,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/edprofiles,https://github.com/CSOIreland/edprofiles,https://github.com/CSOIreland/edprofiles.git,main,false,public,4550767,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/FontAwesome,https://github.com/CSOIreland/FontAwesome,https://github.com/CSOIreland/FontAwesome.git,main,false,public,9589,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/FPAPGMS2025_Tutorial,https://github.com/CSOIreland/FPAPGMS2025_Tutorial,https://github.com/CSOIreland/FPAPGMS2025_Tutorial.git,main,false,public,7,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/healthRegionProfiles,https://github.com/CSOIreland/healthRegionProfiles,https://github.com/CSOIreland/healthRegionProfiles.git,main,false,public,96291,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/hsr,https://github.com/CSOIreland/hsr,https://github.com/CSOIreland/hsr.git,main,false,public,2141,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/HttpTester,https://github.com/CSOIreland/HttpTester,https://github.com/CSOIreland/HttpTester.git,main,false,public,89,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/KeywordRepair,https://github.com/CSOIreland/KeywordRepair,https://github.com/CSOIreland/KeywordRepair.git,main,true,public,4913,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/LanguageUtilities,https://github.com/CSOIreland/LanguageUtilities,https://github.com/CSOIreland/LanguageUtilities.git,main,false,public,718,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/leaflet-choropleth,https://github.com/CSOIreland/leaflet-choropleth,https://github.com/CSOIreland/leaflet-choropleth.git,gh-pages,false,public,427,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/LogParse,https://github.com/CSOIreland/LogParse,https://github.com/CSOIreland/LogParse.git,main,false,public,14,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/open-data-viz,https://github.com/CSOIreland/open-data-viz,https://github.com/CSOIreland/open-data-viz.git,main,false,public,961,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PDF-API,https://github.com/CSOIreland/PDF-API,https://github.com/CSOIreland/PDF-API.git,main,false,public,55699,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/Phase,https://github.com/CSOIreland/Phase,https://github.com/CSOIreland/Phase.git,main,false,public,393326,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PxLanguagePlugins,https://github.com/CSOIreland/PxLanguagePlugins,https://github.com/CSOIreland/PxLanguagePlugins.git,main,false,public,74357,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PXS-Standard,https://github.com/CSOIreland/PXS-Standard,https://github.com/CSOIreland/PXS-Standard.git,master,false,public,69,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PxStat,https://github.com/CSOIreland/PxStat,https://github.com/CSOIreland/PxStat.git,master,false,public,301967,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PxV6UpgradeScript,https://github.com/CSOIreland/PxV6UpgradeScript,https://github.com/CSOIreland/PxV6UpgradeScript.git,master,false,public,11693,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/PxWidget,https://github.com/CSOIreland/PxWidget,https://github.com/CSOIreland/PxWidget.git,master,false,public,372,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/Server-API-Library,https://github.com/CSOIreland/Server-API-Library,https://github.com/CSOIreland/Server-API-Library.git,master,false,public,429490,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/T4-SDK,https://github.com/CSOIreland/T4-SDK,https://github.com/CSOIreland/T4-SDK.git,main,false,public,4359,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Central Statistics Office,GitHub,CSOIreland/TinyMCE,https://github.com/CSOIreland/TinyMCE,https://github.com/CSOIreland/TinyMCE.git,main,false,public,2146,https://github.com/CSOIreland,GitHub profile identifies the Central Statistics Office and links to cso.ie.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Geological Survey Ireland,GitHub,Geological-Survey-Ireland/Hyperspectral,https://github.com/Geological-Survey-Ireland/Hyperspectral,https://github.com/Geological-Survey-Ireland/Hyperspectral.git,main,false,public,11913,https://github.com/Geological-Survey-Ireland,Profile identifies Geological Survey Ireland; repositories describe GSI projects.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Geological Survey Ireland,GitHub,Geological-Survey-Ireland/ML_models,https://github.com/Geological-Survey-Ireland/ML_models,https://github.com/Geological-Survey-Ireland/ML_models.git,main,false,public,808,https://github.com/Geological-Survey-Ireland,Profile identifies Geological Survey Ireland; repositories describe GSI projects.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-backend-api,https://github.com/HSEIreland/covid-green-backend-api,https://github.com/HSEIreland/covid-green-backend-api.git,current,true,public,318,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-infra,https://github.com/HSEIreland/covid-green-infra,https://github.com/HSEIreland/covid-green-infra.git,current,true,public,1064,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-interoperability-infra,https://github.com/HSEIreland/covid-green-interoperability-infra,https://github.com/HSEIreland/covid-green-interoperability-infra.git,current,true,public,33,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-interoperability-service,https://github.com/HSEIreland/covid-green-interoperability-service,https://github.com/HSEIreland/covid-green-interoperability-service.git,current,true,public,121,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-lambdas,https://github.com/HSEIreland/covid-green-lambdas,https://github.com/HSEIreland/covid-green-lambdas.git,current,true,public,173,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-green-push-api,https://github.com/HSEIreland/covid-green-push-api,https://github.com/HSEIreland/covid-green-push-api.git,current,true,public,167,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-tracker-app,https://github.com/HSEIreland/covid-tracker-app,https://github.com/HSEIreland/covid-tracker-app.git,main,true,public,4412,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-tracker-backend-api,https://github.com/HSEIreland/covid-tracker-backend-api,https://github.com/HSEIreland/covid-tracker-backend-api.git,master,true,public,512,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-tracker-infra,https://github.com/HSEIreland/covid-tracker-infra,https://github.com/HSEIreland/covid-tracker-infra.git,master,true,public,880,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-tracker-lambdas,https://github.com/HSEIreland/covid-tracker-lambdas,https://github.com/HSEIreland/covid-tracker-lambdas.git,master,true,public,20,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covid-tracker-push-api,https://github.com/HSEIreland/covid-tracker-push-api,https://github.com/HSEIreland/covid-tracker-push-api.git,master,true,public,102,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/covidtracker-documentation,https://github.com/HSEIreland/covidtracker-documentation,https://github.com/HSEIreland/covidtracker-documentation.git,master,true,public,11523,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/hse-healthapp-test-fhir-server,https://github.com/HSEIreland/hse-healthapp-test-fhir-server,https://github.com/HSEIreland/hse-healthapp-test-fhir-server.git,main,true,public,119200,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/react-native-exposure-notification-service,https://github.com/HSEIreland/react-native-exposure-notification-service,https://github.com/HSEIreland/react-native-exposure-notification-service.git,master,true,public,1128,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Health Service Executive,GitHub,HSEIreland/react-native-exposure-notification-service-1,https://github.com/HSEIreland/react-native-exposure-notification-service-1,https://github.com/HSEIreland/react-native-exposure-notification-service-1.git,current,true,public,2606,https://government.github.com/community/,Listed for Ireland in GitHub's government community directory.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/adcpvis,https://github.com/IrishMarineInstitute/adcpvis,https://github.com/IrishMarineInstitute/adcpvis.git,master,false,public,1334,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/adrift,https://github.com/IrishMarineInstitute/adrift,https://github.com/IrishMarineInstitute/adrift.git,master,false,public,3675,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/aggrerdap,https://github.com/IrishMarineInstitute/aggrerdap,https://github.com/IrishMarineInstitute/aggrerdap.git,master,false,public,31,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/argo-vis,https://github.com/IrishMarineInstitute/argo-vis,https://github.com/IrishMarineInstitute/argo-vis.git,master,false,public,8711,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/argoCollector,https://github.com/IrishMarineInstitute/argoCollector,https://github.com/IrishMarineInstitute/argoCollector.git,master,false,public,47,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/awesome-erddap,https://github.com/IrishMarineInstitute/awesome-erddap,https://github.com/IrishMarineInstitute/awesome-erddap.git,master,false,public,290,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/bulletin-scripts,https://github.com/IrishMarineInstitute/bulletin-scripts,https://github.com/IrishMarineInstitute/bulletin-scripts.git,master,false,public,27,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/BurishooleLTER-Public,https://github.com/IrishMarineInstitute/BurishooleLTER-Public,https://github.com/IrishMarineInstitute/BurishooleLTER-Public.git,master,false,public,41019,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/celtic_sea_sensitivity_analysis,https://github.com/IrishMarineInstitute/celtic_sea_sensitivity_analysis,https://github.com/IrishMarineInstitute/celtic_sea_sensitivity_analysis.git,main,false,public,343385,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/ClimFish,https://github.com/IrishMarineInstitute/ClimFish,https://github.com/IrishMarineInstitute/ClimFish.git,main,false,public,3,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/cod-tagging,https://github.com/IrishMarineInstitute/cod-tagging,https://github.com/IrishMarineInstitute/cod-tagging.git,master,false,public,1867,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/connectiq-ido,https://github.com/IrishMarineInstitute/connectiq-ido,https://github.com/IrishMarineInstitute/connectiq-ido.git,master,false,public,54,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/data_process_access,https://github.com/IrishMarineInstitute/data_process_access,https://github.com/IrishMarineInstitute/data_process_access.git,main,false,public,2,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
core,yes,high,Marine Institute,GitHub,IrishMarineInstitute/data_visualisations,https://github.com/IrishMarineInstitute/data_visualisations,https://github.com/IrishMarineInstitute/data_visualisations.git,main,false,public,237162,https://github.com/IrishMarineInstitute/digital-stockbook,Repository documentation identifies Marine Institute projects and uses an @marine.ie contact.,"Includes every public repository in the verified namespace, including forks, documentation and archived repositories."
